OBJECTID,INDEX_NUM,OBSERVER,SPECIES,SCIENTIFIC,TOWN,ROAD_INTER,SPECIFIC_L,COMMENTS,N_GPS_COOR,W_GPS_COOR,LAND_COVER,LAND_COV2,PROXIMITY_,LIVE_SIGHT,ROADKILL,OTHER,COUNTY_G,PLOTBY_X,PLOTBY_Y,DATE_,HOUR,LAT,LONG
672,674,EAH,Eastern chipmunk,Tamias striatus,,Rt 156,Rt 156,,4722893.1,586034,suburban,,,0,1,0,Albany,586034,4722893.1,7/16/2001,1105,42.65369252,-73.95035675
673,675,EAH,Woodchuck,Marmota monax,,Rt 156,Rt 156,,4723059.6,584293.6,orchard,old field,,1,0,0,Albany,584293.6,4723059.6,7/16/2001,1110,42.65538429,-73.97156214
674,676,EAH,Eastern chipmunk,Tamias striatus,,Rt 156,Rt 156 at Rt 157,,4725381.5,575570.7,open- old field,christmas tree farm,,0,1,0,Albany,575570.7,4725381.5,7/16/2001,1145,42.67719768,-74.07766405
675,677,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 156,,,4725149,575899,,,,0,1,0,Albany,575899,4725149,7/16/2001,1146,42.67507182,-74.07368877
676,678,EAH,Striped skunk,Mephitis mephitis,,Rt 157,"Rt 157, Berne",,4721935,578003.4,sparse residential,"SNH, open",,0,1,0,Albany,578003.4,4721935,7/16/2001,1155,42.64592118,-74.04845041
677,679,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 85,Rt 85/443 at Gulf Hill Rd,,4716413.9,581309.2,Oak forest,,,0,1,0,Albany,581309.2,4716413.9,7/16/2001,1215,42.59586529,-74.00891815
678,680,EAH,Virginia opossum,Didelphis virginiana,,,"City of Albany, near park, near capitol",juvenile,4723073.8,601822.6,urban,small park nearby,,0,1,0,Albany,601822.6,4723073.8,7/16/2001,1300,42.65339277,-73.75773891
679,681,EAH,Virginia opossum,Didelphis virginiana,,US 4,US 4,,4727616.8,607531.4,suburban,"open, SNH",,0,1,0,Rensselaer,607531.4,4727616.8,7/16/2001,1340,42.69351813,-73.68724676
680,682,EAH,Eastern chipmunk,Tamias striatus,,Rt 40,"Rt 40, north of Troy",,4734735.4,609027.1,cemetary,,,0,1,0,Rensselaer,609027.1,4734735.4,7/16/2001,1400,42.7573968,-73.66762084
681,683,EAH,Woodchuck,Marmota monax,,Rt 40,Rt 40,,4735355,609443,sparse residential,,,0,1,0,Rensselaer,609443,4735355,7/16/2001,1400,42.76291583,-73.66241963
682,684,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 67,"Rt 67, Hoosick",,4756870.3,627827.2,SNH,Sparse residential,,0,1,0,Rensselaer,627827.2,4756870.3,7/16/2001,1440,42.95375139,-73.43291793
683,685,EAH,Eastern chipmunk,Tamias striatus,,Rt 67,Rt 67/22,,4754509,634165.3,Deciduous,,,0,1,0,Rensselaer,634165.3,4754509,7/16/2001,1450,42.9314063,-73.35581316
684,686,EAH,Striped skunk,Mephitis mephitis,,Rt 22,Rt 22,,4747452.5,634937,Ag,deciduous beyond,,0,1,0,Rensselaer,634937,4747452.5,7/16/2001,1500,42.86775104,-73.34805687
685,687,EAH,Common raccoon,Procyon lotor,,Rt 2,Rt 2,,4735524.1,621784.7,Sparse residential,Deciduous,,0,1,0,Rensselaer,621784.7,4735524.1,7/16/2001,1525,42.76257738,-73.51159365
686,688,EAH,Woodchuck,Marmota monax,,Rt 2,Rt 2,,4733855.4,618286.1,Ag/ old field,sparse residential,,0,1,0,Rensselaer,618286.1,4733855.4,7/16/2001,1525,42.7481024,-73.55468796
687,689,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 2,Rt 2,,4731405.7,610377,Suburb,,,0,1,0,Rensselaer,610377,4731405.7,7/16/2001,1545,42.72722643,-73.65177845
688,690,EAH,Woodchuck,Marmota monax,,I 87,"I 87, Thruway, south of toll, .5 mi N of ArdenSt Rd",plot on map,4570400.3,571633.0639,old field,,,1,0,0,Orange,571633.0639,4570400.3,7/16/2001,1750,41.2818648,-74.14460466
689,691,EAH,White-tailed deer,Odocoileus virginianus,,I 87,"I 87, Thruway, at Rt 23, Exit # 21",plot on map,4677552.982,591421.9627,SNH,open,,0,1,0,Greene,591421.9627,4677552.982,7/16/2001,0,42.24481712,-73.89185397
690,692,EAH,Eastern gray squirrel,Sciurus carolinensis,,Saw Mill Pkwy,"Saw Mill Pkwy, .2 mi S of Lawrence Rd",,4539414.4,596229.6,Deciduous,,,0,1,0,Westchester,596229.6,4539414.4,7/17/2001,800,41.00024243,-73.85579908
691,693,EAH,Common raccoon,Procyon lotor,,Bronx River Pkwy,Bronx River Pkwy at Exit 6,,4534713.4,598813.5,deciduous,suburban,,0,1,0,Westchester,598813.5,4534713.4,7/17/2001,925,40.95759443,-73.82583291
692,694,EAH,Common raccoon,Procyon lotor,,Cross County Pkwy,Cross County Pkwy near 22,plot on map,4530916.332,599032.6355,deciduous,suburban beyond,,0,1,0,Westchester,599032.6355,4530916.332,7/17/2001,945,40.92336985,-73.8238364
693,695,EAH,Eastern gray squirrel,Sciurus carolinensis,,Hutchinson River Pkw,"Hutchinson River Pkwy, exit 21",,4535925,602690.2,deciduous,suburb,,0,1,0,Westchester,602690.2,4535925,7/17/2001,1000,40.96802811,-73.77957617
694,696,EAH,Striped skunk,Mephitis mephitis,,Rt 125,"Rt 125, Weaver St",,4535515.7,603253.7,suburban,,,0,1,0,Westchester,603253.7,4535515.7,7/17/2001,1030,40.96427079,-73.772949
695,697,EAH,Striped skunk,Mephitis mephitis,,I 684,"I 684, very bottom near I 287",,4542987.1,607302.3,deciduous,,,0,1,0,Westchester,607302.3,4542987.1,7/17/2001,1045,41.0310362,-73.72354967
696,698,EAH,White-tailed deer,Odocoileus virginianus,,I 684,"I 684, near exit for Purdy's/Somers",plot on map,4575575.636,612275.268,deciduous,,,0,1,0,Westchester,612275.268,4575575.636,7/17/2001,1115,41.32384191,-73.65843132
697,699,EAH,Striped skunk,Mephitis mephitis,,I 684,I 684 at Exit 8,plot on map,4578016.778,612791.1501,SNH,,,0,1,0,Westchester,612791.1501,4578016.778,7/17/2001,1115,41.34575292,-73.65181544
698,700,EAH,Woodchuck,Marmota monax,,Taconic State Pkwy,Taconic St Pkwy,,4633837.6,601795.7,"Ag, mowed hay field",SNH,,1,0,0,Dutchess,601795.7,4633837.6,7/17/2001,1205,41.84989769,-73.77373304
699,701,EAH,Woodchuck,Marmota monax,,Taconic State Pkwy,Taconic at Fern's Lane,,4650100.7,604791.2,mowed roadside,SNH,,1,0,0,Dutchess,604791.2,4650100.7,7/17/2001,1220,41.99594941,-73.73476629
700,702,EAH,Eastern gray squirrel,Sciurus carolinensis,,E Klein Rd,E Klein Rd,,4659697.9,611484.6,Deciduous forest (maple/hick,,,0,1,0,Columbia,611484.6,4659697.9,7/17/2001,1255,42.08144463,-73.65214689
701,703,EAH,Eastern chipmunk,Tamias striatus,,,,,4658441,612116,deciduous,mowed,,0,1,0,Columbia,612116,4658441,7/17/2001,1255,42.07003757,-73.64475615
702,704,EAH,White-tailed deer,Odocoileus virginianus,,Co Rd 27,Co Rd 27,,4662448.5,613720.1,SNH,Pine-SNH,,1,0,0,Columbia,613720.1,4662448.5,7/17/2001,1325,42.10589024,-73.62459198
703,705,EAH,Eastern cottontail,Sylvilagus floridanus,,Co Rd 3,Co Rd 3,,4654053,617912.6,open- ag and shrubby,deciduous beyond,,1,0,0,Columbia,617912.6,4654053,7/17/2001,1411,42.02968019,-73.57559114
704,706,EAH,Red squirrel,Tamiasciurus hudsonicus,,Rt 344,"Rt 344 just E of Rt 22, Copake Falls",,4664229.7,622254.3,suburb/small town,deciduous,,0,1,0,Columbia,622254.3,4664229.7,7/17/2001,1500,42.12064382,-73.52103282
705,707,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 344,"Rt 344 just E of Rt 22, Copake Falls",,4664229.7,622254.3,suburb/small town,deciduous,,1,0,0,Columbia,622254.3,4664229.7,7/17/2001,1500,42.12064382,-73.52103282
706,708,EAH,Woodchuck,Marmota monax,,Rt 22,Rt 22 N of Rt 23,,4676317.4,623384.5,old field,deciduous and ag,,0,1,0,Columbia,623384.5,4676317.4,7/17/2001,1530,42.22929629,-73.50480292
707,709,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 21,Co Rd 21,,4679371.8,620668.8,deciduous (maple/juglans),old field,,1,0,0,Columbia,620668.8,4679371.8,7/17/2001,1535,42.25722032,-73.53706649
708,710,EAH,White-tailed deer,Odocoileus virginianus,,Co Rd 21,Co Rd 21 at Schoolhouse Rd,,4680328,619025,,,,1,0,0,Columbia,619025,4680328,7/17/2001,1540,42.2660818,-73.55679265
709,711,EAH,Eastern cottontail,Sylvilagus floridanus,,Co Rd 7,Co Rd 7,,4682291,618513.6,old field,deciduous beyond,,1,0,0,Columbia,618513.6,4682291,7/17/2001,1545,42.28383331,-73.56258996
710,712,EAH,Virginia opossum,Didelphis virginiana,,Rt 295,"Rt 295, Chatham",,4696694,627833,suburban/small town,SNH and mowed,,0,1,0,Columbia,627833,4696694,7/17/2001,1650,42.4120286,-73.44640654
711,713,EAH,Eastern cottontail,Sylvilagus floridanus,,US 20,US 20 just W of Rt 22,,4702819.5,630415,open/suburb,SNH,,0,1,0,Columbia,630415,4702819.5,7/17/2001,1715,42.46674403,-73.41364753
712,714,EAH,Common raccoon,Procyon lotor,,US 20,US 20 Lords Hill Rd,,4708136,617217,deciduous,sparse residential,,0,1,0,Rensselaer,617217,4708136,7/17/2001,1740,42.51671828,-73.5730475
713,715,EAH,Common raccoon,Procyon lotor,,US 9W,"US 9W, N of US 6 and Bear Mtn Bridge",,4577724.4,585733.7,deciduous -oak,,,0,1,0,Orange,585733.7,4577724.4,7/23/2001,1230,41.34645374,-73.97521506
714,716,EAH,Woodchuck,Marmota monax,,Palisades Pkwy,"Palisades Pkwy, Harriman, near bookstore and Anthony Wayne, just south of Orange Cou",point taken north of sighting in Orange Co.- 4572014,4571633.156,581527.5014,oak,mowed roadside,,1,0,0,Rockland,581527.5014,4571633.156,7/23/2001,1215,41.29203003,-74.02630202
715,717,EAH,White-tailed deer,Odocoileus virginianus,,Taconic Pkwy,"TaconicPkwy, .1 mi S of  Carpenter Rd.",,4603931.2,601988.9,deciduous,sparse residential,,0,1,0,Dutchess,601988.9,4603931.2,7/23/2001,1330,41.58056421,-73.77652495
716,718,EAH,Woodchuck,Marmota monax,,Rt 82,"Rt 82, near Doodletown Rd.",,4660057.1,609587.7,sparse residential,deciduous and open,,0,1,0,Columbia,609587.7,4660057.1,7/23/2001,1430,42.08494595,-73.6750072
717,719,EAH,Red squirrel,Tamiasciurus hudsonicus,,Co Rd 56,Co Rd 56,,4652166.2,602381.6,deciduous- maple,sparse residential,,0,1,0,Dutchess,602381.6,4652166.2,7/23/2001,1500,42.01486527,-73.76349268
718,720,EAH,Woodchuck,Marmota monax,,Co Rd 56,Co Rd 56,,4652196,602610,deciduous,sparse residential,,0,1,0,Dutchess,602610,4652196,7/23/2001,1500,42.01510386,-73.76072961
719,721,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 56,Co Rd 56 at US 9,,4653066.2,595390.5,suburban,,,0,1,0,Dutchess,595390.5,4653066.2,7/23/2001,1510,42.02384803,-73.84776383
720,722,EAH,Striped skunk,Mephitis mephitis,,US 9,US 9,,4654352.4,595352.9,SNH,"orchard, open",,0,1,0,Dutchess,595352.9,4654352.4,7/23/2001,1515,42.03543456,-73.84800879
721,723,EAH,Woodchuck,Marmota monax,,Co Rd 78,Co Rd 78,,4655279,594527,"open - ag, mowed",deciduous,,0,1,0,Dutchess,594527,4655279,7/23/2001,1520,42.04387812,-73.85783542
722,724,EAH,White-tailed deer,Odocoileus virginianus,,Rt 9G,Rt 9G just N of Colum/Dutch border,,4660067,591377.6,sparse residential,"open, SNH",,0,1,0,Columbia,591377.6,4660067,7/23/2001,1530,42.08736588,-73.89513509
723,725,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 9G,"Rt 9G at Co Rd 10, Linlithgo",,4670157.5,594704.1,SNH,open beyond,,0,1,0,Columbia,594704.1,4670157.5,7/23/2001,1610,42.17783308,-73.85328336
724,726,EAH,Virginia opossum,Didelphis virginiana,,Rt 9G,"Rt 9G at Co Rd 10, Linlithgo",,4670157.5,594704.1,SNH,open beyond,,0,1,0,Columbia,594704.1,4670157.5,7/23/2001,1610,42.17783308,-73.85328336
725,727,EAH,Common raccoon,Procyon lotor,,Rt 9G,Rt 9G,,4671482.2,595684.4,SNH,sparse residential,,0,1,0,Columbia,595684.4,4671482.2,7/23/2001,1615,42.18964214,-73.84119799
726,728,EAH,Striped skunk,Mephitis mephitis,,Rt 9G,Rt 9G,,4671820.6,595808.8,SNH,sparse residential,,0,1,0,Columbia,595808.8,4671820.6,7/23/2001,1615,42.19267404,-73.83963598
727,729,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 9G,Rt 9G,,4672083,595835.1,SNH,sparse residential,,0,1,0,Columbia,595835.1,4672083,7/23/2001,1620,42.1950336,-73.83927428
728,730,EAH,Long-tailed weasel,Mustela frenata,,Rt 9G,Rt 9G,,4671891.6,595806.5,SNH,sparse residential,,0,1,0,Columbia,595806.5,4671891.6,7/23/2001,1620,42.19331364,-73.83965214
729,731,EAH,Norway rat,Rattus norvegicus,,Co Rd 8,Co Rd 8,,4659438.2,603908.9,Ag,SNH,,0,1,0,Columbia,603908.9,4659438.2,7/23/2001,1710,42.08014529,-73.74376146
730,732,EAH,Eastern cottontail,Sylvilagus floridanus,,Co Rd 15,Co Rd 15 just N of Co Rd 8,,4658940,606049,Open- ag,"sparse residential, deciduous bey",,0,1,0,Columbia,606049,4658940,7/23/2001,1715,42.07537324,-73.71798457
731,733,EAH,Red fox,Vulpes vulpes,,Rt 23,Rt 23,dig camera- 492.jpg: orchard,4666335.7,604134.6,orchard,Pine-SNH and decid,,0,1,0,Columbia,604134.6,4666335.7,7/23/2001,1725,42.14222263,-73.73980361
732,734,EAH,Woodchuck,Marmota monax,,Co Rd 9,Co Rd 9,,4685943.9,613349.2,sparse residential,Ag,,0,1,0,Columbia,613349.2,4685943.9,7/23/2001,1800,42.31749044,-73.62449348
733,735,EAH,Virginia opossum,Didelphis virginiana,,Rt 66,Rt 66,,4688838,614703.7,suburban,,,0,1,0,Columbia,614703.7,4688838,7/23/2001,1800,42.3433491,-73.60748639
734,736,EAH,Eastern cottontail,Sylvilagus floridanus,,Co Rd 13,Co Rd 13,,4697148.1,614681.7,Ag,old field and deciduous,,0,1,0,Columbia,614681.7,4697148.1,7/23/2001,1840,42.4181715,-73.60609918
735,737,EAH,Woodchuck,Marmota monax,,Co Rd 28,Co Rd 28 at US 9,,4701633,607226.9,old field,SNH,,0,1,0,Columbia,607226.9,4701633,7/23/2001,1900,42.45961779,-73.69584787
736,738,EAH,Virginia opossum,Didelphis virginiana,,,,,4703611,605195,sparse residential,,,0,1,0,Rensselaer,605195,4703611,7/23/2001,1900,42.47770556,-73.72019211
737,739,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 1,Co Rd 1 at Co Rd 2,,4703484.2,604305,suburban,,,1,0,0,Rensselaer,604305,4703484.2,7/23/2001,1905,42.47668427,-73.73104037
738,740,EAH,Woodchuck,Marmota monax,,US 9,"US 9, Kinderhook",,4700932,607325,Ag,sparse residential,,0,1,0,Columbia,607325,4700932,7/23/2001,1915,42.45329268,-73.69478612
739,741,EAH,Woodchuck,Marmota monax,,Rt 9H,Rt 9H,,4697507,607821,open,sparse residential,,0,1,0,Columbia,607821,4697507,7/23/2001,1925,42.42238646,-73.68939851
740,742,EAH,Common raccoon,Procyon lotor,,Rt 9H,Rt 9H,,4697283,607798,open,,,0,1,0,Columbia,607798,4697283,7/23/2001,1930,42.42037284,-73.68972001
741,743,EAH,Woodchuck,Marmota monax,,Co Rd 21,Co Rd 21,,4696319.5,606624.7,Ag,old field and suburban,,1,0,0,Columbia,606624.7,4696319.5,7/23/2001,1940,42.41185987,-73.70415651
742,744,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 9J,Rt 9J at Schoolhouse Rd,,4698484,601054,SNH,riverbank,,0,1,0,Columbia,601054,4698484,7/23/2001,1950,42.43209413,-73.77146297
743,745,EAH,Eastern cottontail,Sylvilagus floridanus,,Schoolhouse Rd,Schoolhouse Rd,,4698987,602616,Ag,scattered SNH,,1,0,0,Columbia,602616,4698987,7/23/2001,1950,42.43641799,-73.75238787
744,746,EAH,Common raccoon,Procyon lotor,,Rt 9H,"Rt 9H at US 9, 1 mile N of Kinderhook",plot on map,4696064.929,607636.8579,Red Maple swamp,deciduous,,0,1,0,Columbia,607636.8579,4696064.929,7/24/2001,800,42.40942811,-73.69190617
745,747,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 150,Rt 150,,4709529,602736,suburb,,,1,0,0,Rensselaer,602736,4709529,7/24/2001,810,42.53131971,-73.74903939
746,748,EAH,Common raccoon,Procyon lotor,,Co Rd 26A,Co Rd 26A,dig camera: 499.jpg: sparse res and Ag,4692631,603847,Ag,Pine-SNH beyond,,0,1,0,Columbia,603847,4692631,7/24/2001,820,42.37902574,-73.73857209
747,749,EAH,Red squirrel,Tamiasciurus hudsonicus,,US 9,"US 9, Kinderhook",,4694879.3,607338.7,Suburban,Ag,,0,1,0,Columbia,607338.7,4694879.3,7/24/2001,810,42.39879435,-73.69574989
748,750,EAH,Woodchuck,Marmota monax,,Rt 9J,Rt 9J N of 26A,"DC: 500, 501.jpg",4695410,600725,old field,SNH,,1,0,0,Columbia,600725,4695410,7/24/2001,830,42.40445878,-73.7760003
749,751,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 9J,Rt 9J,,4688764,601705,SNH,sparse residential,,0,1,0,Columbia,601705,4688764,7/24/2001,915,42.34449057,-73.76526703
750,752,EAH,Striped skunk,Mephitis mephitis,,Rt 9H,Rt 9H at Co Rd 25 near vanBuren estate,,4691439,606693.4,"Ag, open",sparse residential,,0,1,0,Columbia,606693.4,4691439,7/24/2001,945,42.36790766,-73.70422606
751,753,EAH,Virginia opossum,Didelphis virginiana,,Rt 9H,Rt 9H at Co Rd 25 near vanBuren estate,,4691439,606693.4,"Ag, open",sparse residential,,0,1,0,Columbia,606693.4,4691439,7/24/2001,945,42.36790766,-73.70422606
752,754,EAH,Common raccoon,Procyon lotor,,Rt 9H,Rt 9H,,4687930.1,606720.3,Ag,deciduous beyond,,0,1,0,Columbia,606720.3,4687930.1,7/24/2001,950,42.33631052,-73.7045485
753,755,EAH,Eastern chipmunk,Tamias striatus,,Rt 9H,Rt 9H,,4687197,606773,open,"sparsely developed, deciduous bey",,0,1,0,Columbia,606773,4687197,7/24/2001,955,42.32970258,-73.70404449
754,756,EAH,Red fox,Vulpes vulpes,,,,,4686852.5,606816.4,deciduous,sparsely developed,,0,1,0,Columbia,606816.4,4686852.5,7/24/2001,1000,42.3265948,-73.70358156
755,757,EAH,Virginia opossum,Didelphis virginiana,,Fitting Rd,Fitting Rd,"DC- 505.jpg, powerlines",4684991.3,604667.9,Ag,SNH,,0,1,0,Columbia,604667.9,4684991.3,7/24/2001,1010,42.31012847,-73.72998846
756,758,EAH,Common raccoon,Procyon lotor,,Rt 9H,Rt 9H at Co Rd 18,,4678498.3,604802.5,Ag and open,deciduous,,0,1,0,Columbia,604802.5,4678498.3,7/24/2001,1245,42.25164737,-73.72953085
757,759,EAH,Common raccoon,Procyon lotor,,Rt 9H,Rt 9H,,4676278.4,604551,sparse residential,open,,0,1,0,Columbia,604551,4676278.4,7/24/2001,1255,42.23169294,-73.73297897
758,760,EAH,Common raccoon,Procyon lotor,,Rt 23,Rt 23,,4673845,609171,"ag, open",scattered SNH,,0,1,0,Columbia,609171,4673845,7/24/2001,1300,42.20915076,-73.67746216
759,761,EAH,White-tailed deer,Odocoileus virginianus,,,,wetland site for Maggie,4678252,601836.4,cattails,SNH,,1,0,0,Columbia,601836.4,4678252,7/24/2001,1320,42.24982226,-73.76552246
760,762,EAH,Eastern gray squirrel,Sciurus carolinensis,,Prach Rd,Prach Rd,,4675292,613016.5,deciduous,snh and oak,,1,0,0,Columbia,613016.5,4675292,7/24/2001,1345,42.22163269,-73.63060754
761,763,EAH,White-tailed deer,Odocoileus virginianus,,Co Rd 9,Co Rd 9,juvenile,4699032,622946,deciduous,open /sparse residential,,0,1,0,Columbia,622946,4699032,7/24/2001,1425,42.43386689,-73.50527971
762,764,EAH,Virginia opossum,Didelphis virginiana,,Rt 351,Rt 351,,4726279,617305,Maple,"SNH, sparse residential",,0,1,0,Rensselaer,617305,4726279,7/24/2001,1625,42.68004482,-73.56824121
763,765,EAH,Porcupine,Erethizon dorsatum,,Co Rd 42,Co Rd 42 N of Rt 66,"DigCam- 527, 528.jpg: mixed forest",4722710.3,628505.3,Hemlock-NH,some spruce,,0,1,0,Rensselaer,628505.3,4722710.3,7/24/2001,1605,42.64612853,-73.43239188
764,766,EAH,Common raccoon,Procyon lotor,,Rt 351,Rt 351,,4726842,617398,deciduous (SNH?),Ag,,0,1,0,Rensselaer,617398,4726842,7/24/2001,1630,42.68509919,-73.56698995
765,767,EAH,White-tailed deer,Odocoileus virginianus,,Rt 351,Rt 351 N of 355,,4729416.8,617780.9,fields,Successional,,0,1,0,Rensselaer,617780.9,4729416.8,7/24/2001,1635,42.70822085,-73.56178261
766,768,EAH,Common raccoon,Procyon lotor,,Rt 351,"Rt 351, White Church Lane",,4732456,617668,sparse residential,deciduous,,0,1,0,Rensselaer,617668,4732456,7/24/2001,1640,42.73559913,-73.56252919
767,769,EAH,Virginia opossum,Didelphis virginiana,,Rt 7,Rt 7,,4744562.6,632370,open,SNH/Pine-SNH,,0,1,0,Rensselaer,632370,4744562.6,7/24/2001,1715,42.84218605,-73.38015076
768,770,EAH,Striped skunk,Mephitis mephitis,,Co Rd 104 (?),Co Rd 104 ?,,4751790,630217,Ag,Pine-NH/ deciduous,,0,1,0,Rensselaer,630217,4751790,7/24/2001,1730,42.90761527,-73.40481237
769,771,EAH,Eastern cottontail,Sylvilagus floridanus,,Co Rd 104,Co Rd 104,,4751391.2,629383.2,old field/shrubby,deciduous,,1,0,0,Rensselaer,629383.2,4751391.2,7/24/2001,1735,42.90416721,-73.41511477
770,772,EAH,Woodchuck,Marmota monax,,Co Rd 11,Co Rd 11,,4748238,622573,old field,deciduous,,0,1,0,Rensselaer,622573,4748238,7/24/2001,1810,42.87690594,-73.4991964
771,773,EAH,Eastern gray squirrel,Sciurus carolinensis,,Trail,"Biscuit Brook Trail, catskills",plot on map,4648891.596,542654.7747,Maple-Beech,some hemlock,,1,0,0,Ulster,542654.7747,4648891.596,7/27/2001,1700,41.99087738,-74.48502961
772,774,EAH,Eastern chipmunk,Tamias striatus,,trail,"Biscuit Brook Trail, catskills",plot on map,4648854.162,542717.162,Maple-Beech,some hemlock,,1,0,0,Ulster,542717.162,4648854.162,7/27/2001,1700,41.99053686,-74.48427916
773,775,EAH,Eastern gray squirrel,Sciurus carolinensis,,Cross Mtn Rd,Cross Mtn Rd,,4655570.3,525807.4,Maple-Beech,,,1,0,0,Ulster,525807.4,4655570.3,7/28/2001,800,42.05176136,-74.68813003
774,776,EAH,Eastern chipmunk,Tamias striatus,,Cross Mtn Rd,Cross Mtn Rd,,4655570.3,525807.4,Maple-Beech,,,1,0,0,Ulster,525807.4,4655570.3,7/28/2001,800,42.05176136,-74.68813003
775,777,EAH,White-tailed deer,Odocoileus virginianus,,Dry Brook Rd,Dry Brook Rd,,4661223.9,536352.4,Deciduous,Ag field,,1,0,0,Ulster,536352.4,4661223.9,7/27/2001,1830,42.10226227,-74.56035059
776,778,EAH,Eastern gray squirrel,Sciurus carolinensis,,Beech Hill Rd,Beech hill Rd.,,4652646,519423,Maple,,,1,0,0,Delaware,519423,4652646,7/28/2001,910,42.02560727,-74.7653786
777,779,EAH,White-tailed deer,Odocoileus virginianus,,Co Rd 54,"Co Rd 54, Beaver Kill Rd.",,4653551,522156,Maple,,,1,0,0,Ulster,522156,4653551,7/28/2001,910,42.03368595,-74.73233128
778,780,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 49,Co Rd 49,,4664827.6,533586.8,Sparse residential,scattered deciduous,,1,0,0,Delaware,533586.8,4664827.6,7/28/2001,1000,42.13484138,-74.59358984
779,781,EAH,Eastern chipmunk,Tamias striatus,,Mill Brook Rd.,Mill Brook Rd.,,4658758,529861,spruce-hdwd,hemlock and maple,,1,0,0,Ulster,529861,4658758,7/28/2001,950,42.08032745,-74.63898249
780,782,EAH,White-tailed deer,Odocoileus virginianus,,Woodland Valley Rd.,Woodland Valley Rd.,,4656249,555315,Maple,Sparse/Wooded residential,,1,0,0,Ulster,555315,4656249,7/28/2001,1100,42.05635092,-74.33149805
781,783,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 145,"Rt 145, west of Co Rd 10?20?",,4695249.3,566809.5,Ag/open,sparse residential,,0,1,0,Greene,566809.5,4695249.3,7/28/2001,1310,42.40667118,-74.18810619
782,784,EAH,Virginia opossum,Didelphis virginiana,,Rt 145,Rt 145,,4695030.5,567157.7,Ag/open,sparse residential,,0,1,0,Greene,567157.7,4695030.5,7/28/2001,1310,42.40467081,-74.18390069
783,785,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 362,"Co Rd 362, Potter Hollow",,4697012.7,564334.1,suburban,deciduous beyond,,0,1,0,Albany,564334.1,4697012.7,7/28/2001,1320,42.42275999,-74.21798813
784,786,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 145,"Rt 145, N or W of Cooksburg",,4698528,565617,SNH,sparse residential,,1,0,0,Albany,565617,4698528,7/28/2001,1330,42.436298,-74.20222229
785,787,EAH,Striped skunk,Mephitis mephitis,,Rt 85/443,Rt 85/443 near split,,4716319,583056.3,Deciduous,sparse residential,,0,1,0,Albany,583056.3,4716319,7/28/2001,1430,42.59482461,-73.98763969
786,788,EAH,Virginia opossum,Didelphis virginiana,,Rt 443,Rt 443,,4717148,591428,suburb,deciduous,,0,1,0,Albany,591428,4717148,7/28/2001,1441,42.60134198,-73.88548324
787,789,EAH,Eastern cottontail,Sylvilagus floridanus,,US 9W,"US 9W, Coeymans",,4703590,597041,deciduous,sparsely built/residential,,0,1,0,Albany,597041,4703590,7/28/2001,1515,42.47858118,-73.81937632
788,790,EAH,Striped skunk,Mephitis mephitis,,US 9W,"Us 9W, just south of Greene/Alb border",,4699637,597532,sparse residential,deciduous,,0,1,0,Greene,597532,4699637,7/28/2001,1530,42.44292665,-73.81407591
789,791,EAH,Common raccoon,Procyon lotor,,US 9W,"US 9W, s of Catskill",,4673882,591540,deciduous,sparse residential,,0,1,0,Greene,591540,4673882,7/28/2001,1605,42.21174751,-73.89100228
790,792,EAH,Striped skunk,Mephitis mephitis,,US 9W,US 9W,,4672609,591024,deciduous,sparse res,,0,1,0,Greene,591024,4672609,7/28/2001,1605,42.20034482,-73.8974518
791,793,EAH,Common raccoon,Procyon lotor,,Rt 28,Rt 28,,4647489.4,562432.5,Pine-SNH,Ashokan Reservoir,,0,1,0,Ulster,562432.5,4647489.4,7/28/2001,1730,41.97692995,-74.2464192
792,794,EAH,White-tailed deer,Odocoileus virginianus,,Rt 28A,Rt 28A,,4647094,559880,deciduous,sparse residential,,1,0,0,Ulster,559880,4647094,7/28/2001,1715,41.97356708,-74.27726656
793,795,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 28A,Rt 28A at Whispell Rd,,4645091,561126,Pine-SNH,,,0,1,0,Ulster,561126,4645091,7/28/2001,1745,41.95543246,-74.262437
